,comments,TextBlob_polarity,TextBlob_subjectivity,TextBlob_label,BERT_label,BERT_score
1214,its just disgusting how deeprooted their marketing and ads goes ,-1,1,negative,negative,0.965806186
1215,i tested in once with my girlfriend on a clean phone we were talking about some random shit we wouldve never talked about talked about brands we would never buy or even talk about in the first place we both never saw ads of the thing we talked about but after a convo of 10 minutes there was literally ads everywhere of the things we just talked about facebook and instagram ,-0.020833333,0.583333333,negative,negative,0.948446035
1216,the short video thing in facebook and instagram is just a little too much for me the ones pushed by facebook are pretty corporate or obviously paid and the ones on instagram are almost just for influencers none of that matters to me at all,0.04375,0.416666667,neutral,negative,0.979261875
1217,everyone is giving reasons for facebooks decline such as  privacy or lying i dont really think thats all of it kids dont want to post on something they view as being for parents at this point nearly grandparents almost everyone i know who uses facebook regularly is well over forty and its been that way since 2013 or so though granted those people were nine years younger at the time weve seen the same thing happen with instagram twitter and snapchat no young generation wants to use what is seen as being for old people,0.061111111,0.222435897,neutral,negative,0.816277444
1218,from my experience in performance marketing id disagree on the stategic reasongrowth avenue on why fb is pushing the metaverse their revenue from the advertisers on the platform is made up from impressions x advertiser revenue per impressionbudget inefficiencys and while a metaverse and getting access to more personal data could help them increase the advertiser revenue per impression  potentally sell own digital products it is really the impression amount due to increased engagement time that would grow if facebook could get a successful metaverse in place,0.275,0.475,positive,neutral,0.548310637
1219,its all about people finally woke up on all deficiencies and evils  of social media and those companies especially fb made it very obvious and sensitive to most,0.105555556,0.686111111,neutral,positive,0.950174928
1220,i love your videos it helps me learn things i never knew i needed to learn so amazing your doing something good man,0.6,0.7,positive,positive,0.978533566
1221,i feel facebook meta has an irreparable problem  which is public trust so much has been said revealed and leaked that it has an impossible pr mountain to climb and for a company with such a reputation anything that you want to do will be greeted with scepticism as soon as the meta verse was announced and the headset drive began people already knew the fundamental mo control the hardware control the software and sell more advertising its become a false economy,-0.061111111,0.477777778,negative,negative,0.972065926
1222,would love to see nothing more than this awful website go out of business,0,0.7,neutral,negative,0.946326256
1223,see as much as we make fun of apple for high prices etc the steps taken for privacy in ios 14 are really something,0.215,0.285,positive,positive,0.703324437
1224,if you charge a premium for largely premium secure devices ill bet a lot of people will be willing to stump up that cost in the knowledge that they are putting their precious data in the hands of a company that doesnt need to scalp their data to sell it to advertisers because they already made their money upfront,0.172857143,0.755714286,neutral,negative,0.946245492
1225,the idea of making the internet appear smaller than it is is the real trick but those days are over also facebook is nearly 20 years old which is ancient in terms of social media and most users log in to see how their lives have basically not measured up to expectations,0.155555556,0.327777778,neutral,positive,0.754934967
1226,the fact that mark himself does his best to live a private life living in a well secured mansion while invading and selling everyones personal information,0.284090909,0.36875,positive,positive,0.860113859
1227,the one thing detractors of fb including myself need to keep in mind is the next coming generation,0,0,neutral,neutral,0.569018066
1228,if fb wants to target young adults again still has a ridiculous amount of money and is bidding their time  investment into distant technologies then we need to be sure to keep heat on them so the next  younger generations grow to think the name of mta is boring cringe  uncool,-0.079166667,0.467361111,negative,negative,0.980617166
1229,the guy most known for being super awkward with human interactions is the boss of the worlds biggest human interactions company what could go wrong,-0.044444444,0.544444444,negative,negative,0.823953032
1230,just subbed really like what youre doing and excited to see what you put out in the future,0.191666667,0.358333333,neutral,positive,0.710364461
1231,great content you always have amazing analyses on such interesting topics,0.475,0.6625,positive,positive,0.977668047
1232,you have gained a new subscriber,0.136363636,0.454545455,neutral,neutral,0.660473526
1233,personally i think the hardware business will be a very risky bet just because they cannot imagine selling anything else but ads ,0.1,0.3,neutral,negative,0.918513536
1234,maybe with their amount of cash it would be better to invest into other segmentsservices entertainment movies series  game development internet searching etc,-0.008333333,0.425,negative,neutral,0.596947491
1235,interestingly enough i saw meta looking for privacy professionals throughout europe and for its eu business in ireland for such a big companies they would get on linkedin hundreds of cvs but in li it was 0 applications over weeks or months you can follow that on li nobody wants stains on their cv or sitting on an ejection seat,0.05,0.3,neutral,negative,0.887124896
1236,this was an extremely insightful video facebooks focus on metaverse and vr makes perfect sense now i doubt their bet will pay off though lmao,0.491666667,1,positive,positive,0.974661231
1237,recently i was asked to join a whatsappgroup by a few people i know and i talk to from time to time i checked whatsapp is owned by facebook so i declined the offer the thought alone to use any facebookservice scares me and since occulus was bought by facebook i also decided to never become a customer of that particular company if facebook is behind something run because you will become the product they sell,-0.108333333,0.345833333,negative,negative,0.914307117
1238,facebook became a medium where every third impression is an advertisement and every video has an ad in the middle and they wonder why people left we dont see our friends anymoreonly adds and before the excessive ads they started only limiting which friends posts we saw even i stopped signing on its too much,-0.008333333,0.366666667,negative,negative,0.933158219
1239,im really happy to stumble upon your channel this is rare premium content i hope you continue making more of these informative and engaging videos ,0.39,0.64,positive,positive,0.979229093
1240,great reporting you should have described the internal management strategy and culture that also explains its downward trend,0.4,0.375,positive,positive,0.958727002
1241,this is a wondrous opportunity to show mark our virtual reality index finger while watching the obvious reality of facebook meta spiralling into the metaverse,0,0.5,neutral,positive,0.979031682
1242,whats wild is that all your efforts for privacy go out the window the moment your friend or family member who doesnt care about privacy does anything in your vicinity they post about doing anything with you or for you or about even if you are not on social the trackers find you and recognize you i got family that brag about being off social and still marvel at the ad promotions in their email boxes geosyncd with other people in your area even strangers who post about how lovely that secluded lake is google and apple geosyncs to your phone and send you camping and meal prep ads,0.108333333,0.331666667,neutral,positive,0.8962816
1243,we know everything youre saying but you do a really good job or summarizing and articulating this info clearly good job,0.7,0.6,positive,positive,0.886143446
1244,i think your assessment is correct its a very apt and sober look at their strengths and weaknesses rather than the usual emotional antifb argument i want to see how this all plays out for him this is such a radical shift in their branding,0.126,0.52,neutral,positive,0.964572251
1245,the metaverse concept has only a niche future  that is normal humans will quickly tire of it if they try it at all  if you want an example to base your analysis  look at 3d movies and tv   we were all going to have 3d tv by now yet no one does  if i bothered to think about it  i am sure there are thousands of other concepts that were going to take over the world but failed,-0.055208333,0.604861111,negative,negative,0.960912347
1246,absolutely love this channel great informative video keep em coming,0.65,0.675,positive,positive,0.975548387
1247,once  venturing into the vast potential of the internet it was like entering a dark room  and fearing there might be ghosts in the dark corners of this dark room we all have flashlights now and we have all got over the fear of ghosts,-0.09,0.64,negative,neutral,0.564471662
1248,fb is old,0.1,0.2,neutral,negative,0.723449349
1249,very informative and well executed video also very refreshing that it didnt have an intro im really tired of jingles full screen logos people asking to subscribe and smash that like button etc,0.2,0.6375,positive,positive,0.968638957
1250,when i started on facebook you needed a university email to register it has become so watered down in pursuit of new users that it is unpalatable to younger demographics teenagers arent looking for more opportunities to stay in contact with their parents and grandparents through social media which is what facebook currently offers,0.102356902,0.218350168,neutral,negative,0.912204385
1251,a company which business model is build on monetizing privacy data will fail in a world of decentralized services fb is done the writtings are on the wall,-0.5,0.3,negative,negative,0.94703567
1252,sat in silence for 10 seconds at the end waiting for the like and subscribe section before realising it was just done kudos to you my man,0,0,neutral,negative,0.706760526
1253,i know its pretty much their only real form of revenue but the agressive advertizing is what turned me away from facebook i would honestly pay to remove them google offers a subscription service to avoid ads for youtube services and its honestly worth it for me got rid of the netflix account i never used anymore to pay for it and it turned out to be a great buy,0.30625,0.53125,positive,positive,0.958836555
1254,facebook failing and going bankrupt is inevitable for the good,0.35,0.8,positive,negative,0.902299106
1255,ironically them pushing the metaverse has turned me off from vr specifically the quest,0,0,neutral,neutral,0.630310833
1256,id rather wait for psvr2 since i already have a ps account and have like 3 free vr games from themassuming theyd let you play the old games on psvr2,0.25,0.5,positive,negative,0.700795949
1257,theres a difference between we didnt do a good job of protecting peoples data and our business depends on mining that user data and getting people to pay us for using it,0.7,0.6,positive,negative,0.940493107
1258,this person had no time to build character before making it big and based on the way he was acting in college he was as immature as men come at the time im glad fb is losing its steam,0.166666667,0.366666667,neutral,negative,0.940705001
1259,i think another thing thats driving this is the acceleration of adopting new tech so the distant future isnt as far away as we think,0.034090909,0.482386364,neutral,neutral,0.562593877
1260,this was really good thank you for the info i have an android and facebook has gotten desperate with the amount of notifications it sends me trying to get me to click something anything in its product category,0.05,0.8,neutral,positive,0.955636621
1261,there is a trend line with text turning to images to video on social media its about translating social experiences and sharing them vr or the metaverse looks like a step out of reality compared to video and does not look like the right next step for social media,0.077142857,0.147142857,neutral,negative,0.936649621
1262,the age and amount of science fiction that has warned humanity against virtual reality and its endless potential for destruction is insane pools closed,-0.30625,0.7125,negative,negative,0.875306249
1263,at some point people stop engaging with targeted ads and simply become hyper vigilant and hyper dismissive of them because we are learning how creepy and manipulative it all is id rather not buy a single thing i see online good rule of thumb is if you see it on an online ad dont buy it for the life of you its a scam or at least makes the issue of creepy targeted ads worse,-0.083928571,0.608928571,negative,negative,0.97698158
1264,its a really weird world in which well look back at apple as the good guy in the tech landscape whats our business model we give you a thing you want you give us lots of money for it we make it good so you really like it and buy another later,0.183333333,0.4,neutral,positive,0.931402922
1265,been looking forward to their demise for awhile now every since i was told by friends to make an account which i did in order to play a game fb would give me list of people i might be interested in becoming friends with so i would send them a friend request just to have more people with which to play the game these people would complained about some random person me sending them friend requests so fb gave me a temporary ban for sending friend quests to people whom they had recommended me to send friend requests to wait what never went back,-0.05,0.41875,negative,negative,0.955176651
1266,i was in a position that i couldnt use fb from 20112014 and i did not miss it the only thing i missed was google now not even them,0,1,neutral,negative,0.852281153
1267,i think the main issue right now for oculus is two fold ,0.226190476,0.43452381,positive,neutral,0.692680299
1268,for the casual market that they appear to be targeting the barrier of entry is too high for such a device without the infrastructure that conventional hardware such as pc and laptops already have  youre asking a market to invest in a 400500 piece of hardware that cant interface with the usual apps and softwares they would usually use on their current devices,-0.122857143,0.45797619,negative,negative,0.953151345
1269,i dont understand why he didnt introduce the metaverse as an option while keeping the original facebook in place i wonder if he can bring back the original where it left off,0.1875,0.375,neutral,negative,0.756936312
1270,you dont ever need to get on facebook i quit in 2010 and felt absolutely no negative effects,0.15,0.4,neutral,negative,0.896326721
1271,if we put aside the technical challenges of building the meta universe facbooks new project has not solved the fundamental problem that they collect more information than the users are comfortable with so in the long run the users will turn their backs on meta it should be remembered that apple founded the smartphone era but it did not become a monopoly,0.197272727,0.450909091,neutral,negative,0.888174772
1272,metaverse was coined in 1992 novel snow crash good book great author,0.75,0.675,positive,positive,0.763366222
1273,i dont think mark intentionally wanted to create a lack of privacy but uber years of decision making we ended up here,0,0,neutral,negative,0.862492204
1274,fantastic video with a lot of great points metafb is concerned with privacy theres too much scrutiny not to be apple is not at all concerned with user privacy as they have droves of first party user data that they have already begun to use for monetization why you now see banner ads in the app store ios14 has every company from apple to google to msft focusing on their first party data that they can then leverage to drive value for advertisers,0.38,0.503333333,positive,positive,0.908515871
1275,for us in india its not a good news in india many smb use fb and instagram and tiktok is banned here in india due to privacy issues im a social media advertiser and this is really alarming,-0.008333333,0.428333333,negative,negative,0.948085248
1276,i started with your hotels vs airbnb video and then this one your insight is very deep and insightful helping us understand why and whats next congrats and keep on going,0,0.26,neutral,positive,0.980414391
1277,love your channel thank for creating such amazing infotainment,0.366666667,0.666666667,positive,positive,0.973982573
1278,all the points you raised to defend youre stuck with fb were about business and advertising not what fb is meant to be about which was keeping in touch with friends i got rid of it years ago and couldnt be happier my friends have got my number,0,0,neutral,negative,0.926659048
1279,i absolutely love facebook its a great way to keep in touch with friends  family even come across  meet family we didnt know excised,0.65,0.675,positive,positive,0.976815939
1280,just found your channel excellent analysis and content thank you,1,1,positive,positive,0.966742694
1281,i stopped using facebook because it went from a relatively simple predictable way to keep in touch with friends to the algorithm its just annoying to use and when you combine that with the privacy issues and selling of data i just dont care to log in,-0.333333333,0.585714286,negative,negative,0.978136718
1282,as far as the metaverse thing goes no i am not going to wear goggles to interact with the internet,0.1,1,neutral,negative,0.790556252
1283,one potential obstacle i could see to meta trying to get into smart glasses would be google while most people just see google glass as yet another farout google rd project that failed laughably in the marketplace i wonder if they didnt snatch up a bunch of relevant patents in the process that could be weaponized against others entering that space in the future and if that wasnt part of their plan the whole time meta wouldnt even really be able to argue that they were just patent squatting since they did actually release a product for sale to consumers  however briefly,0.074025974,0.538744589,neutral,negative,0.973276734
1284,this is probably the most comprehensive video on this topic damn you put it better than i ever could,0.5,0.5,positive,positive,0.950924277
1285,im not stuck with facebooks products i guess if i were a social media addict i might be  but i dont feel the strong need to document my everyday life on fb or instagram,0.088888889,0.466666667,neutral,neutral,0.608383119
1286,i wont lie after hearing him discuss vr on rogan i do actually have faith in meta to pull through despite not liking facebook if you listen to him discuss why and how vr can catch fire i cant help but see it happening,0,0.1,neutral,positive,0.708187342
1287,meta is still the market leader in the social media space whatsapp instagram  facebook together makes them the giant  its not about to change anytime soon,0.016666667,0.533333333,neutral,positive,0.941337526
1288,the shareholders they dont care about your company they want money growth forever growth you cant even criticise them they have you by the balls mark what he realised is that once you go public things change a lot,0,0.066666667,neutral,neutral,0.572831929
1289,its interesting that the biggest reason people should stay away from fb etc and shun zuckerberg got a brief sentence or two at the beginning as if no one really cares what he does to the rest of us  since what hes done to myanmar the arab spring us and british politics among other things is public and well documented im forced to conclude that morality is not a primary human virtue,0.008333333,0.252777778,neutral,positive,0.846143484
1290,you do give a great take on what his motives of zucc are and what he intends to do in the future for that ill subscribe to more of your insights but i want to know your opinion on why these big companies continue on their expansion on not only their sectorindustry of business but also  try outside of theirs what do these people want is it to be financially secure to do social good maybe to play as god i dont really know,0.193939394,0.453787879,neutral,positive,0.977739632
1291,before i watch this ill say my current opinion i think facebook is going on a downwards spiral rapidly with their devotion to the metaverse its like disneys obsession with making all their new star wars theme park vacation stuff sequel related despite the fact thats financially harmful to the point where im shocked theyve been getting away with it but yeah i think instagram is gonna be the only thing facebook has in the future because people still love insta d,-0.062626263,0.531060606,negative,neutral,0.65170455
1292,over the past few years privacy has become a top priority for me not so much because i fear my personal data being sold but more because i simply dont believe in supporting an economic model that uses advertising to push endless consumption  i just dont think that provides value for people and for the world,0.1075,0.340714286,neutral,negative,0.810737431
1293,other than their business model and privacy breach for me personally meta products have terrible user experience,-0.375,0.558333333,negative,negative,0.972098887
1294,autorefresh timeline whatsapp chat backup inconsistent mobile and desktop features and many more,0.5,0.5,positive,negative,0.749863386
1295,funfact atleast a few years ago the desktop version of facebook would obliterate your cputemps because it would actively try to avoid being adblocked,-0.166666667,0.35,negative,negative,0.960914552
1296,im 31 and grew up with using facebook my first year of college it still has a minimal grasp on my friends my age but definitely not as big as its counterpart instagram i look at facebook kind of as a boomer app now they love it lol and so many of the boomers i know are on it and very much active daily,0.268518519,0.481481481,positive,positive,0.968147397
1297,facebook is going to have an uphill battle all the way early adopters are always a thing and in plenty of cases not enough to springboard a new technology platform see google glass ,0.078787879,0.418181818,neutral,negative,0.747595549
1298,i personally despise mark and facebook and will never use their products and i have a feeling i am far from alone,0.05,0.65,neutral,negative,0.72057724
1299,mark couldnt care less about advertisers wanting more targeted ads but mark is obsessed with connectivity and that means he needs money and needs to give the marketers what they want less privacy equals more targeted ads,0.033333333,0.426666667,neutral,neutral,0.635195911
1300,if true the era cant end soon enough,0.175,0.575,neutral,neutral,0.588666737
1301,this is the best video on the metaverse ive seen so far so many insights,0.533333333,0.6,positive,positive,0.975530803
1302,i really really hope apples new vr offerings in the new year totally screw over metas plans,0.118181818,0.464772727,neutral,negative,0.899213612
1303,having to use social media as part of my buisness is so annoying theu are constantly changing it and this whole meta shit is so lame i absolutely hate it,-0.295238095,0.592857143,negative,negative,0.97562623
1304,happy to say i dropped facebook several years ago including having never used anyall other services they have beyond facebook eg instagram messenger etc too bad they got oculusdropped a handmedown oculus set to the curb when facebook said i had to upgrade it and sign in to use itfor reasons,-0.00625,0.510416667,negative,negative,0.966057897
1305,overall good analysis i guess but 1330 i dont think apple is an advertising company at all they actually keep missing opportunities to improve siri and other services because theyve intentionally walled off their users private data apple sells devices the services like appletv icloud and arcade are not really linked to advertising at all its so barely even social that i still cant share my airtag location a year after launch lots of social stuff is awkward in apples walled garden,-0.018939394,0.266666667,negative,negative,0.979996443
1306,facebook tries to appeal to its number one haters gamers and fell so hard on his face,-0.195833333,0.470833333,negative,negative,0.950307429
1307,1340 its because of companies like meta that users will slowly stop buying smartphones altogether and destroy apples and googles profits the antismartphone revoluion is real and it will keep growing im already using an old motorola phone as my primary phone my android smartphone is still in use but for only 45 minutes per day and i dont carry it with me except when traveling somewhere unknown because of gps i deleted my fb account back in 2019,0.0125,0.375,neutral,negative,0.911287189
1308,i have a oculus  i doubt if i use it once in 2 months  it is fiddly trying to get the sensors to work for the hand controllers and after i have hit a few things i tend to give up before i damage them  if you could still use a xbox controller it would be good but there is never a option for that these days  elite dangerous works well with normal controllers but even they are going away from vr now  i think vr may be running out of steam and there is no way i am getting the latest version with the price hike  shame seemed really cool at the start,0.15,0.633333333,neutral,negative,0.935122728
1309,google a company that has far more data inserts ads everywhere and has the exact same business model of adverts based in your data,0.2125,0.46875,positive,neutral,0.61495918
1310,yet the less profitable smaller fb is what people worry about,-0.083333333,0.283333333,negative,negative,0.869499803
1311,not like we wouldnt literally kill people to prevent our search history from going public,0,0.066666667,neutral,negative,0.895816267
1312,he was giddy about how much data people were willing to give up on facebook when he was still at harvard hes always been about extracting data,0.225,0.475,positive,neutral,0.575876832
1313,funny the only times ive ever used facebook was when i was a kid i never used it for social interactions but rather for the games,0.094444444,0.688888889,neutral,negative,0.868753374
1314,i quit social media and my life got so much better 1st week is the worst though  i was having withdrawal symptoms,-0.155555556,0.522222222,negative,negative,0.952316761
1315,the funniest thing is i dont even see how personalized ads are supposed to be profitable the closest theyve gotten to showing something i actually want is when im advertised things that i literally just bought minutes before which is pointless because i already have it i dont need it again,-0.125,0.3,negative,negative,0.961950779
1316,the treatment of mark in the media and by people is alarming to me and ive never really did agree with his treatment i also would rather have facebook tell me theyre sorry versus another company that spends hundreds of millions on smoke and mirrors but really never changes,-0.2,0.5,negative,negative,0.955405235
1317,i dont see vr being the future ar maybe and thats a big maybe  ive advocated for vr and ar  and have used vr for many years the biggest problem is your not stimulating all five senses to make your brain fully believe it essentially strapping a tv to your head is not enough its extremely fatiguing using it for just a moderate amount of time more than an hour,0.109375,0.465625,neutral,negative,0.975425541
1318,i have no doubt that virtual reality and augmented reality will be next form of communication however the fact that zucc is the one spearheading it is 100 a red flag ill wait until zucc succeeds in making vr popular then wait for the competitor,0.16,0.4,neutral,negative,0.886357248
1319,vr is a very temperamental concept the vast majority of people will never use more than occasionally if at all it will stay niche and mostly restricted to what it is now particular sole games and some interactive games vr chat streamers facebooks gamble is too ambitious and destined to fail,0.124074074,0.450925926,neutral,negative,0.916421473
1320,the targeted add thing on facebook doesnt work anyways some time ago i started to block certain adds in hope i could train the algorythm to not show me adds like that and show me more interesting stuff instead it didnt work actually i think i made it worse because now fb thinks its worth showing me those adds because i engage with them when i block them the same goes for offensive content that i dont want to see i honestly think by now that facebook wants me to get offended because an angry rant comment draws more engagement than a cute little puppy plus the app as well as the browser version are buggy as hell when i block adds facebook still shows me the add for at least a day or two the only thing that disapears is the ability to block the add its redicoulus,0.128452381,0.526428571,neutral,negative,0.979408443
1321,underrated af channel keep making videos my man i am sure it will eventually pay off,0.5,0.888888889,positive,negative,0.824565411
1322,deleted all this garbage almost a year ago instant feeling of liberation now i am more in touch with people who matter to me we actually communicate way more than when i had social media and people who dont stay in touch with me well they never mattered,0.206666667,0.366666667,positive,positive,0.710063219
1323,went to log on my account last year and i get notification of suspicious activity did a password reset with email and phone number then they locked the account and asked for a photo id ,0,0.066666667,neutral,negative,0.824006855
1324,why do you need my photo id to sell me products and why would i want my family and friends knowing i like big booty women pics like really,0.1,0.15,neutral,negative,0.883746743
1325,i think facebook might be too late for this like everyone is gonna relate meta to them and so many people already despise facebook so they arent gonna want to get onto that boat,0.1,0.55,neutral,negative,0.959710836
1326,i dont think theyre building metaverse to collect user information for targeted advertising thats no longer a viable option for meta,0,0,neutral,negative,0.899123847
1327,facebook is tired of copying other companies hence the obsession with metaverse,-0.2625,0.5375,negative,negative,0.933785915
1328,every metaverse platforms right now are trying to be the only one metaverse platform people will actually use,0.095238095,0.545238095,neutral,negative,0.842092574
1329,hey lets change our name to the thing people hate most about us but continue to have our least liked employee be our company mascot,-2.78E-17,0.65,negative,neutral,0.689818203
1330,i would never ever ever put on a headset owed by anything that hashad to do with fb who in their right mind would trust that,0.285714286,0.535714286,positive,neutral,0.662725806
1331,i have got rid of my facebook account a couple of years ago in april of 2020 it got to the point where its just not fun anymore compared to when it was 1015 years ago i think because at the time it was simpler than myspace and a bit more useful now it just spiraled out in an shit show with the whole data breach thing trolls and other issues,0.0875,0.379166667,neutral,negative,0.975036323
1332,you cant expect integrity from a guy tombstone the idea from his partners to create his own company with that idea,0.6,1,positive,neutral,0.547089756
1333,we just want chronological timeline back thats it maybe if they listen to us for once their platforms still have  a chance to survive even tumblr is better now,0.166666667,0.166666667,neutral,neutral,0.500478864
1334,its like they saw the failure of the microsoft kinect and said we can do it better and well integrate second life,0.061111111,0.266666667,neutral,positive,0.934888542
1335,look im just gonna be real here zuck did some acid and read snowcrash then decided to turn his real life company into a science fiction novel idea trust me i too have read snowcrash and ive also done acid i totally get what hes trying to do the problem is that its a lot easier for him to conceptualize it inside his head than it is to force upon millions of others the reason gamers hate this shit is because hes not working with us for us hes trying to replace the entire existing vr infrastructure and the virtual worlds within to start from scratch with this amateur shit,-0.13125,0.590625,negative,negative,0.97437346
1336,i was looking in to buying a vr headset to play some games but then i saw in the reviews you have to link a facebook account to be able to use it and i decided it wasnt worth it that was the deal breaker not only because i refuse to make an account but also because i dont like to be coerced so openly and shamelessly by this shitty companies i get it its the same company that owns both so they would probably collect and sell my data regardless but there should be no reason to need to link a fb account other than helping them artificially inflate their active user numbers for the investors vr headsets are expensive as it is how much profit do you have to milk out of your customers before you are happy,0.040151515,0.565909091,neutral,negative,0.975152254
1337,having watched a few of your vids one of your strengths is definitely finding interview clips that come off as cringy in a way that really proves your point,0.033333333,0.2,neutral,positive,0.971545219
1338,if ss is sorry for how badly facebook handled peoples data maybe she should give back some of that money she made by mishandling that data,-0.4,0.555555556,negative,negative,0.954088569
1339,but the thing is youre not stuck with facebook and instagram delete your accounts log out and stop posting i dont have any social media and i havent for years the number of people that make their living on socials is relatively small compared to population size so if you dont work on socials just get off of socials you dont need them,-0.108333333,0.233333333,negative,negative,0.956655204
1340,at this point ppl should learn to be accountable for their own privacy bc in this scenario you cant really blame anyone outside of what each person subjects themselves to willingly upon app entry its obviously digital corporate capitalism on every level and the main draw of attention is that ppl are given a chance opportunity to capitalize on themselves via the social spectrum of the internet,0.15625,0.3,neutral,positive,0.880489767
1341,i deleted my facebook a couple years ago and have missed it ever sometimes its a little inconvenient when i need to find something thats only on facebook but thats rare and theres workarounds,-0.121875,0.85,negative,negative,0.735799968
1342,the idea of metaverse and living in a virtual reality is so depressing even in the age of the internet people much prefer real life inperson experiences fact is you can never deviate from what is natural without consequences,-0.025,0.45,negative,negative,0.933105588
1343,no way can the privacy control between google and apple can be compared like come on google collects as much data as facebook if not more i really started to chuckle when you started saying google and apple in the same sentence,0.0375,0.25625,neutral,negative,0.956891239
1344,i feel like there is a chance that facebook will drive people away from vr,0,0,neutral,neutral,0.66962713
1345,i never use facebook i still have it on my phone  if i post story on instagram it automatically  shares on facebook  so no need for me to do it the amount off ads are a joke i seem to get cheap nasty items i would never buy or wear i have about 500 friends on there but only see posts from the same 5 or 10 ppl  i really hate the green dot telling everyone im on line plus the bans the last  couple off years i have only gone on facebook if someone passes away  i still have snapchat but rarely use that either my go too app is instagram  occasionally tic toci would quite happily delete facebook but my entertainment is signed in with it i too hope zuckerberg world comes crashing down you can put lipstick on a pig but its still a pig,-0.05462963,0.61712963,negative,negative,0.945281446
1346,vr wont work out for them maybe ar but phone manufacturers will be a tough competitor we saw what happened when a competitor entered the market with tiktok and how successful they were a big part of tiktoks success probably came from people wanting to get away from the monopoly that facebook is building,0.165277778,0.470833333,neutral,neutral,0.55130899
1347,a huge slice of everything that i get on facebook now is bloody ads suggested posts and stuff that has nothing to do with my friends status updates,-0.2,0.9,negative,negative,0.928750157
1348,psh if metaverse somehow becomes the foundation of how vr develops as a platform i am 100 willing to never partake in vr even if that means i lose out on the cool experiences vr could provide thats a small price to pay to not have to partake in facebook 20,0.116666667,0.6,neutral,positive,0.837990463
1349,making your customers hate you is the worst thing you can do as a business and nobody draws more hate than zuck,-0.525,0.825,negative,negative,0.972741902
1350,great video and great take on the matter i subbed looking forward to seeing more of your content,0.7,0.666666667,positive,positive,0.979106665
1351,the problem isnt just advertising to sell you products the problem is that facebook advertising can be used to promote propaganda and disinformation,-0.1,0.1,negative,negative,0.968119919
1352,the idea about privacy being the driving factor for people when the vast majority moved over to tik tok is just silly the vast majority of people really dont care about their privacy,-0.075,0.76875,negative,negative,0.976982236
1353,facebooks biggest problem is probably that when people hear owned by facebook they instantly get a sour taste in their mouth,-0.075,0.383333333,negative,negative,0.955919743
1354,sounds like facebookmeta is in a similar trap as aol,0,0.4,neutral,negative,0.762106121
1355,easy solution dont give them any data i use fb so family can see my children grow and develop absolutely nothing else,0.316666667,0.866666667,positive,negative,0.938772798
1356,somehow the real zuckerberg manages to be deeper in the uncanny valley than his creepy metaverse avatar,-0.15,0.65,negative,neutral,0.656880021
1357,if only their demise were true every day i overhear someone talk about their fb or insta page until nobody uses these,0.175,0.825,neutral,negative,0.897991002
1358,i dont think  facebook will collapse  but it will become irrelevant  there are some old people using it  they are very unlikely to switch or change their habit,-0.35,0.616666667,negative,negative,0.923411369
1359,just for comparison have seen many generations of 3d systems glasses cinemas wall projectors in the last 2 decades they were never successful some technologies just dont add enough value for the actual user experience to make worth the effort buying the hw software setting it upetc,0.070833333,0.369444444,neutral,negative,0.967148185
1360,1445 this is actually a misleading feature because its been proven that this is just a request to apps but they can still have the data if they dont want to honor your request,0,0.1,neutral,negative,0.915855467
1361,this is a good theory but i think vr will never hold the evolution that landlines to cell phones to smart phones have had ive heard that apple is putting a lot into ar instead and that seems much more like a plausible next step for smart phones than vr does for becoming your go to pocket device for a thousand different things,0.322321429,0.541964286,positive,neutral,0.680831373
1362,dont forget that fb illegally took your linked cell phones contact data  this has been deliberate not just weak security  they also shared your data with the gov,-0.4375,0.5625,negative,negative,0.963700056
1363,the third time my account was suspended for sharing something the fact checkers didnt like i uninstalled facebook,0,0,neutral,negative,0.938541412
1364,zucks metaverse only has a chance if they make a huge leap forward on the interface holodecks ar glasses not clunky headsets,0.2,0.95,positive,negative,0.836689115
1365,left fb about a decade ago instagram maybe 3 years its a literal trap im okay with being myself,0.25,0.25,positive,negative,0.884450614
1366,you should enable premium subs great content cant wait for more,0.65,0.625,positive,neutral,0.595511496
1367,facebook will have a good run with virtual reality until apple and other companies enter the field,0.2875,0.4875,positive,positive,0.899115384
1368,stories is actually worst kind of thing ever happened because developers now started to implement thing thing in literally any app including even bank apps,-0.2,0.95,negative,negative,0.976378858
1369,if everyone stopped using these things tomorrow these companies would all die and disappear quickly   can you imagine,0.333333333,0.5,positive,negative,0.861582637
1370,part of the problem is that zuck looks more human in the metaverse than he does on real life ,0.233333333,0.3,positive,negative,0.894055426
1371,when you dont have nothing going on in your life you are on facebook,0,0,neutral,neutral,0.545325935
1372,anyone who achieved something is not there,0,0,neutral,negative,0.789315045
1373,facebook is 100 correct about the future of vr social vr is a really weird thing i love vr and i hate seeing a company like facebook have this much power over it i think that the only companies that can compete are sony and possibly apple maybe valve if they get a steamdeck index combo but we have to wait and see,-0.070833333,0.611458333,negative,neutral,0.64789176
1374,people judge too quickly that something will collapse just because it has suffered a decline in users or income this is not how the market works you can keep falling or you can stabilize or you can bounce back its hard to predict there are many factors we do not know about,0.135416667,0.385416667,neutral,negative,0.963935375
1375,facebook is the big kid on the block so therefore they also become the lightening rod,0,0.1,neutral,positive,0.834436178
